4,"{'Communication': 1, 'Digital technology': 1, 'Computing': 1, 'Technology': 1, 'Digital media': 0.9761, 'Software': 0.9723, 'Telecommunications': 0.9159, 'Mass media': 0.8133, 'Microsoft': 0.7652, 'Media technology': 0.7529, 'Sprint Corporation': 0.7389, 'Television': 0.7332, 'Computers': 0.653, 'Broadcasting': 0.6449, 'Electronics': 0.6159, 'PBS': 0.6057, 'Information Age': 0.5716, 'Public sphere': 0.5681, 'Computer networking': 0.5579, 'Consumer electronics': 0.5462, 'Public broadcasting': 0.5458, 'Wireless': 0.5375, 'Nova (TV series)': 0.5358, 'Intellectual works': 0.5039, 'Information technology companies of the United States': 0.5036}"
13,{}
47,"{'Literature': 0.531, 'Fiction': 0.501}"
